sentiment_text,rate
% donald_trump supporter go trump make_america great,1
thank sir caring people america newmarket nh office,1
got autographed book yesterday cannot_wait read got scared death love great,1
trump leader plan expertise passion bring_back jobs companies usa,1
video michigan last_night asking months media panned cameras,0
thank america tagain,1
thank michigan tagain,1
thank new_hampshire tagain_co vlgf r x,1
thank grand_rapids michigan time end political correctness secure homeland,1
thanks support much appreciated,1
getting_ready leave michigan amazing evening see,1
think hillary_clinton apologize lie told video used isis no video,-1
thanks kind_words thoughts big_progress made keep great work,1
suicide bomber killed troops afghanistan leaders get_tough smart led slaughter,-1
update isis jihadists stole notens thousands ' blank passports go,0
democrats ' total weakness incompetence gave rise isis not tape donald_trump admitted hillary lie,-1
phyllis schlafly trump ' last hope america ',1
getting_ready go great_state michigan big_crowd tonight make_america great,1
trump gop debate clinton democrat debate major network vs cable,0
hillary said respect isis finally need want years incompetent leadership ? maga,1
demand apology hillary_clinton disgusting story made purposes debate never video,-1
hillary said debate isis going people showing videos order recruit radical jihadistst made story want apology,1
sad happened last_night miss_universe pageant sold months_ago record price would never_happened,-1
tell knitwit ppl want not choice president thts trump %,1
donaldtrump must overjoyed soon sells pageant goes rails need mr_trump,1
today said didnnot want front runner would_rather % talk loser cannot win,-1
great poll illinois thank tagain,1
need em ?,0
final great people great new owner watch,1
friend bought miss_universe pageants tonight tune,1
really strange hillary missing podium last_night not presidential,-1
hillary_clinton spokesperson admitted no isis video therefore hillary lied debate last_night sad,-1
terrible face_nation today % falling seems totally affected confidence basket case,-1
need great strength stamina hillary not,1
reminds no one cares jeb lost chance,-1
hillary_clinton lied said isis using video donald_trump recruiting tool fact checked false,-1
voting donald_trump donald_trump,0
hillary worried knows take ca,-1
best republican presidential_candidate time thank,1
blessing america mr_trump thank tagain,1
heard debate pathway citizenship taking guns away,0
right old political bullshit year year,-1
stupidly believes hillary wants run against said says people believe opposite,-1
tagain,0
thank america post debate poll previous poll tagain,1
thank cedar rapids iowa tagain,1
president obama spends much time speaking called carbon footprint yet flies way hawaii massive old,0
see sanders backed hillary mails debate hurting threw bus ( failed ) disloyal person,-1
n,0
live make usa stronger_ever b,1
new poll trump massive lead grows post debate poll,0
another new post debate poll thank tagain,1
thank,1
thank support importantly need get everyone vote,1
last thing country_needs another bush dumb_rock,-1
embarrassed family incompetent campaign president remain true,-1
tagain_co pugaxgcasm,0
weak_ineffective ads shows statement debate not response false advertising,-1
idea whose campaign disaster try using last name ’ ashamed,-1
’ misrepresent order make point always tough isis ’ find get_elected,-1
saying beginning isis suspects arrested turkey european passports seized,-1
new reuters_poll thank tagain,1
making $ year oil saying years need bomb oil,-1
no question handle threat terrorism best,-1
tagain cedar rapids ia saturday get tickets,0
tagain,0
thank tagain,1
minutes tagain,0
got_fired like_dog blaze failing wanted show said no irrelevant,-1
tonight_pme mesa arizona talking,0
tonight_pme tagain,0
clear winner thank support tagain,1
hillary_clinton weak_ineffective no strength no stamina,-1
omg awesome time zone ?,1
yes sir,1
man,0
amazing,1
funny guy vote,1
person politics ’ term limits president trump cute,1
jeb_bush tough night debate probably take special_interest money puppet buy ad,1
thank nice_words debate interesting fun keep great work,1
interviewed_tonight talking debate,0
bill '_reilly calls trump campaign brilliant first_place points,1
works_hard doesnnot natural instinct politics others people want follow,1
thank nice_words morning good night,1
thank many people given_credit winning debate last_night polls agree fun interesting,1
fix donald best performance jeb scoring higher ? jeb looked pain joke,1
thank saying winner tonight great_honor,1
not talking religion talking security co ohi qxeozc,1
co czhzn qkqn,0
departing let tagain,0
many thanks donald good wishes helping clean american government honored friend,1
donald becomes president whole lot protect us hillary,1
pataki needs brain surgeon,0
lindsey still doesnnot hear americans still zero like monty python,1
called president donnot want endorsement,1
donaldtrump good glad doesnnot represent stand lindsey weak no_clue,1
sour grapes graham not blame trump cannot interest voters,-1
geez mr_trump coming even real debate asks negative trump questions,-1
highly_respected public policy polling ( ppp ) announced number_one iowa thank,1
